緯度,経度,測定局コード,測定局名称,所在地,測定局種別,問い合わせ先,都道府県コード
43.062222,141.354167,01101010,センター,札幌市中央区北１西２,一般局,札幌市,01
43.062222,141.353889,01101520,北１条,札幌市中央区北１西２,自排局,札幌市,01
43.041111,141.343889,01101540,南１４条,札幌市中央区南１４条西１０丁目,自排局,札幌市,01
43.146944,141.371389,01102010,篠路,札幌市北区篠路４－９,一般局,札幌市,01
43.083611,141.358333,01103010,東,札幌市東区北１８東５,一般局,札幌市,01
43.104167,141.373611,01103520,東１８丁目,札幌市東区北３３東１８,自排局,札幌市,01
43.068611,141.414444,01104030,北白石,札幌市白石区菊水元町８－３,一般局,札幌市,01
43.023889,141.427500,01105010,東月寒,札幌市豊平区月寒東４－１８,一般局,札幌市,01
43.031667,141.395833,01105520,月寒中央,札幌市豊平区月寒中央通７丁目,自排局,札幌市,01
43.088611,141.285833,01107020,発寒,札幌市西区発寒５－７,一般局,札幌市,01
43.123333,141.245000,01107030,手稲,札幌市手稲区前田２－１２,一般局,札幌市,01
43.041944,141.464722,01108010,厚別,札幌市厚別区厚別中央４－３,一般局,札幌市,01
38.298333,140.947778,04201020,岩切,仙台市宮城野区岩切字三所南８８－１,一般局,仙台市,04
38.287778,140.914444,04201030,鶴谷,仙台市宮城野区鶴ヶ谷３－１７－１,一般局,仙台市,04
38.216389,140.893333,04201050,長町,仙台市太白区郡山６－５－１,一般局,仙台市,04
38.293056,140.842778,04201060,中山,仙台市青葉区中山６－１６－１,一般局,仙台市,04
38.264722,140.976389,04201070,中野,仙台市宮城野区白鳥1-32-1,一般局,仙台市,04
38.237778,140.946389,04201080,七郷,仙台市若林区荒井字堀添５３－２,一般局,仙台市,04
38.277222,140.973889,04201210,福室,仙台市宮城野区福室５－１６－１,一般局,仙台市,04
38.217778,140.831111,04201220,山田,仙台市太白区山田北前町３６－１,一般局,仙台市,04
38.256667,140.901944,04201230,榴岡,仙台市宮城野区五輪１－２－３,一般局,仙台市,04
38.264444,140.914444,04201540,苦竹,仙台市宮城野区原町３ー７,自排局,仙台市,04
38.268056,140.866667,04201550,木町,仙台市青葉区木町通１－７－３６,自排局,仙台市,04
38.248056,140.884722,04201560,五橋,仙台市若林区清水小路３－１,自排局,仙台市,04
38.311944,141.025556,04203010,塩釜,塩竃市旭町1-1,一般局,宮城県,04
38.313333,141.031389,04203510,塩釜自排,塩竃市中の島１－９,自排局,宮城県,04
38.556944,140.978611,04204020,古川2,大崎市古川旭４－１－１,一般局,宮城県,04
38.568333,140.981944,04204510,古川自排,大崎市李埣３－１－３,自排局,宮城県,04
38.900000,141.574167,04205020,気仙沼,気仙沼市笹ヶ陣３－１,一般局,宮城県,04
37.999444,140.620278,04206010,白石,白石市南町１－２－７９,一般局,宮城県,04
38.171111,140.893333,04207510,名取自排,名取市増田５－１８－３２,自排局,宮城県,04
38.108056,140.870833,04211010,岩沼,岩沼市中央３丁目１－１３,一般局,宮城県,04
38.055278,140.768889,04323010,柴田,柴田郡柴田町船岡中央２－３－４５,一般局,宮城県,04
37.854167,140.823056,04341010,丸森,伊具郡丸森町大内字南平１９３－６,一般局,宮城県,04
38.387222,141.076389,04401010,松島,宮城郡松島町高城字迎山３－５,一般局,宮城県,04
38.330278,140.982222,04406010,利府,宮城郡利府町中央2-４,一般局,宮城県,04
38.443611,140.890556,04421010,大和,黒川郡大和町吉岡字町裏３２,一般局,宮城県,04
38.550556,141.175556,04501010,国設箟岳,遠田郡涌谷町小塚字桜清水二1-5,一般局,宮城県,04
38.735000,141.020833,04521010,築館,栗原市築館藤木５－１,一般局,宮城県,04
38.688611,141.213889,04541010,迫,登米市迫町佐沼字北散田１４７,一般局,宮城県,04
38.421111,141.219167,04562020,矢本２,東松島市矢本字町裏１５４,一般局,宮城県,04
38.267778,140.344444,06201090,山形銅町,山形市銅町２－１０－８,一般局,山形県,06
38.266389,140.365278,06201510,山形下山家,山形市下山家８１－５,自排局,山形県,06
37.916667,140.116944,06202010,米沢金池,米沢市金池２－９,一般局,山形県,06
38.739167,139.826944,06203010,鶴岡錦町,鶴岡市錦町6-60,一般局,山形県,06
38.910833,139.852222,06204050,酒田若浜,酒田市若浜町１－４０,一般局,山形県,06
38.754167,140.301944,06205010,新庄下田,新庄市下田町８－１,一般局,山形県,06
38.843889,139.906389,06422010,余目,東田川郡庄内町大字余目字猿田８７,一般局,山形県,06
37.773333,140.493611,07201180,古川,福島市古川44-2,一般局,福島市,07
37.737778,140.467500,07201190,南町,福島市郷野目字向町17-2,一般局,福島市,07
37.764167,140.451111,07201200,森合,福島市森合字中谷地4-4,一般局,福島市,07
37.491389,139.927222,07202070,会津若松,会津若松市西栄町４－６１,一般局,福島県,07
37.388056,140.399167,07203130,芳賀,郡山市芳賀２丁目６番１号,一般局,郡山市,07
37.387778,140.382500,07203140,堤下,郡山市堤下町４ノ４,一般局,郡山市,07
37.444722,140.396389,07203150,日和田,郡山市日和田町日向６０,一般局,郡山市,07
37.353611,140.367500,07203180,安積,郡山市安積３－３７,一般局,郡山市,07
37.390000,140.343611,07203520,台新,郡山市台新１－８０４,自排局,郡山市,07
36.891111,140.784722,07204020,上中田,いわき市錦町重殿１５,一般局,いわき市,07
36.907778,140.778333,07204030,花ノ井,いわき市錦町鬼越下６４,一般局,いわき市,07
36.933333,140.866111,07204070,下川,いわき市泉町下川字宿ノ川１９,一般局,いわき市,07
36.949722,140.871944,07204090,滝尻,いわき市泉町滝尻字高見坪１,一般局,いわき市,07
36.960000,140.894722,07204110,大原,いわき市小名浜大原字六反田２２,一般局,いわき市,07
36.943611,140.882222,07204160,中原,いわき市小名浜字中原５－１,一般局,いわき市,07
36.925833,140.825000,07204170,金山,いわき市金山町朝日台１,一般局,いわき市,07
37.055556,140.888889,07204210,揚土,いわき市平字揚土５,一般局,いわき市,07
37.051389,140.897222,07204510,平,いわき市平字正内町２２,自排局,いわき市,07
37.123889,140.205000,07205050,白河,白河市寺小路28,一般局,福島県,07
37.636944,140.953889,07206050,原町１,南相馬市仲町２丁目１６５,一般局,福島県,07
37.284167,140.375556,07207010,須賀川,須賀川市大町１０８－１,一般局,福島県,07
37.801389,140.923333,07209080,相馬１,相馬市中村字高池前４３,一般局,福島県,07
37.213333,140.996667,07541010,広野１,双葉郡広野町大字下北迫字岩作６７－１,一般局,福島県,07
37.262778,140.993056,07542010,楢葉,双葉郡楢葉町大字下小塙字麦入３１,一般局,福島県,07
37.355833,140.997222,07543010,富岡,双葉郡富岡町字夜の森南４丁目４２,一般局,福島県,07
37.438333,141.009167,07546010,双葉,双葉郡双葉町大字新山字清戸迫１,一般局,福島県,07
37.870556,140.917500,07561020,新地１,相馬郡新地町谷地小屋字愛宕３７－２,一般局,福島県,07
37.561944,140.997222,07563010,小高,南相馬市東町２丁目７８,一般局,福島県,07
36.388889,140.429722,08201030,水戸石川,水戸市石川一丁目４０４３－８,一般局,茨城県,08
36.316667,140.502778,08201040,水戸東部,水戸市元石川町２２９７－１,一般局,茨城県,08
36.377778,140.461389,08201510,水戸大工町,水戸市大工町１－６,自排局,茨城県,08
36.596944,140.654722,08202020,日立市役所,日立市宮田町１－４４－１,一般局,茨城県,08
36.554167,140.628889,08202050,日立多賀,日立市末広町１－２,一般局,茨城県,08
36.067778,140.194167,08203010,土浦保健所,土浦市下高津２－７－４６,一般局,茨城県,08
36.038333,140.168611,08203520,土浦中村南,土浦市中村南１丁目１４１３番地－１,自排局,茨城県,08
36.200833,139.718889,08204010,古河保健所,古河市北町６－２２,一般局,茨城県,08
36.199167,140.288611,08205020,石岡杉並,石岡市杉並２－１－２,一般局,茨城県,08
35.904167,140.196667,08208010,竜ヶ崎保健所,龍ケ崎市光順田２９８３－１,一般局,茨城県,08
36.181389,139.963333,08210010,下妻,下妻市下妻乙２０９,一般局,茨城県,08
36.030833,139.994722,08211010,常総,常総市水海道森下町４４７４－２,一般局,茨城県,08
36.521667,140.519722,08212010,常陸太田,常陸太田市稲木町６６０,一般局,茨城県,08
36.393056,140.537500,08213010,常陸那珂勝田,ひたちなか市東石川２－１０－１,一般局,茨城県,08
36.711944,140.714722,08214010,高萩本町,高萩市本町２－３７,一般局,茨城県,08
36.778056,140.736944,08215010,北茨城中郷,北茨城市中郷町上桜井５３－５,一般局,茨城県,08
36.382778,140.241944,08216010,笠間,笠間市石井７１７,一般局,茨城県,08
35.908333,140.052778,08217010,取手市役所,取手市大字寺田５１３９,一般局,茨城県,08
36.101667,140.023611,08220010,つくば高野,つくば市高野１１９７－２０,一般局,茨城県,08
36.381389,140.504444,08221010,ひたちなか,ひたちなか市市毛８２３－１,一般局,茨城県,08
36.313889,140.423611,08302010,東茨城大戸,東茨城郡茨城町大戸１７３７,一般局,茨城県,08
36.437222,140.593056,08341010,常陸那珂東海,那珂郡東海村照沼１１４５,一般局,茨城県,08
36.558333,140.405833,08344010,大宮野中,常陸大宮市野中町３０８３,一般局,茨城県,08
36.156111,140.521111,08402010,鉾田,鉾田市大字鉾田１３６７－３,一般局,茨城県,08
35.961667,140.625278,08405010,鹿島宮中,鹿嶋市城山２－２－１９,一般局,茨城県,08
35.971667,140.659722,08405020,鹿島高天原,鹿嶋市大字港ヶ丘２丁目１１５０－４１,一般局,茨城県,08
35.912500,140.630000,08406010,神栖下幡木,神栖市大字下幡木４１３０,一般局,茨城県,08
35.895000,140.643611,08406030,鹿島事務所,神栖市大野原４－７,一般局,茨城県,08
35.885556,140.670000,08406050,神栖消防,神栖市大字溝口字甲の池４９９１－５,一般局,茨城県,08
35.867222,140.673611,08406060,神栖一貫野,神栖市大字知手１００－３,一般局,茨城県,08
35.848889,140.706111,08406080,神栖横瀬,神栖市大字横瀬８６６－１,一般局,茨城県,08
35.835000,140.743889,08407010,波崎太田,神栖市大字須田２３４０－１,一般局,茨城県,08
35.936389,140.570833,08423040,潮来保健所,潮来市大字大洲１４４６－１,一般局,茨城県,08
35.950556,140.322222,08441010,江戸崎公民館,稲敷市江戸崎字大宿甲３２１３,一般局,茨城県,08
36.175833,139.758889,08541010,古河市役所,古河市下大野谷地川２４５６,一般局,茨城県,08
35.947500,139.980278,08561510,守谷,守谷市大柏９３７－２,自排局,茨城県,08
36.484444,139.867222,09201060,雀宮中学校,宇都宮市雀宮７丁目２８番１６号,一般局,宇都宮市,09
36.504722,139.945833,09201070,瑞穂野北小学校,宇都宮市下桑島町４６５,一般局,宇都宮市,09
36.587500,139.859722,09201080,細谷小学校,宇都宮市細谷１丁目４番３８号,一般局,宇都宮市,09
36.563056,139.923333,09201100,泉が丘小学校,宇都宮市泉が丘７－１２－１４,一般局,宇都宮市,09
36.531111,139.982778,09201110,清原,宇都宮市上篭谷町１１４５,一般局,宇都宮市,09
36.556944,139.884444,09201120,中央,宇都宮市中央１－１－１３,一般局,宇都宮市,09
36.558333,139.885833,09201570,大通り,宇都宮市馬場通り１－１－１１,自排局,宇都宮市,09
36.337222,139.452778,09202010,足利市役所,足利市本城３－２１４５,一般局,栃木県,09
36.379167,139.733889,09203010,栃木市役所,栃木市入舟町７－２６,一般局,栃木県,09
36.391389,139.782222,09203520,栃木市平柳町交差点,栃木市平柳町２丁目,自排局,栃木県,09
36.564167,139.747500,09205010,鹿沼市役所,鹿沼市今宮町１６８８－１,一般局,栃木県,09
36.723333,139.683333,09207010,日光市今市小学校,日光市今市５３１,一般局,栃木県,09
36.276111,139.805000,09208010,小山市立大谷中学校,小山市横倉新田97,一般局,栃木県,09
36.437222,140.015833,09209010,真岡市役所,真岡市荒町５１９１,一般局,栃木県,09
36.803056,139.926944,09211010,矢板市役所,矢板市本町５－４,一般局,栃木県,09
36.759722,139.946111,09211510,矢板市大谷津歩道橋,矢板市片岡字沢橋２１６６－３９,自排局,栃木県,09
36.965278,140.057222,09212010,那須塩原市黒磯保健センター,那須塩原市黒磯幸町８－１０,一般局,栃木県,09
36.440000,139.917778,09301010,上三川町役場,河内郡上三川町しらさぎ１－１,一般局,栃木県,09
36.230278,139.744167,09364010,野木町役場,下都賀郡野木町丸林６２９,一般局,栃木県,09
36.882222,139.715000,09383010,日光市役所藤原行政センター,日光市鬼怒川温泉大原1406-1,一般局,栃木県,09
36.653889,140.153333,09402010,県南那須庁舎,那須烏山市中央１－６－９２,一般局,栃木県,09
36.338056,139.012500,10202010,高崎勤労ホーム駐車場,高崎市並榎町１１７－２０,一般局,群馬県,10
36.409444,139.343056,10203010,桐生市立東小学校,桐生市仲町２－４－２１,一般局,群馬県,10
36.311111,139.197222,10204030,伊勢崎市立南小学校,伊勢崎市上泉町３１０,一般局,群馬県,10
36.286667,139.384722,10205010,太田市立中央小学校,太田市飯田町１１６６,一般局,群馬県,10
36.645833,139.042778,10206010,沼田市立沼田小学校,沼田市西倉内町７４６,一般局,群馬県,10
36.249722,139.549167,10207010,館林市民センター,館林市仲町１４－１,一般局,群馬県,10
36.495833,138.994167,10208010,渋川第１測定局,渋川市渋川４２６－１,一般局,群馬県,10
36.259167,138.898333,10210010,富岡市立富岡小学校,富岡市富岡１３５９,一般局,群馬県,10
36.320278,138.916944,10211010,安中第１測定,安中市野殿１０２６－４,一般局,群馬県,10
36.326667,138.930833,10211040,岩野谷公民館,安中市岩井６１７－１,一般局,群馬県,10
36.330556,138.896389,10211060,安中市立安中小学校,安中市安中３－１０－４３,一般局,群馬県,10
36.577500,138.828611,10423010,東吾妻町立東吾妻中学校,吾妻郡東吾妻町原町５２３０,一般局,群馬県,10
35.886944,139.489444,11201030,川越市高階,川越市砂新田１－１５,一般局,川越市,11
35.924444,139.490278,11201040,川越市川越,川越市宮下町２－７－４,一般局,川越市,11
35.916111,139.430000,11201050,川越市霞ケ関,川越市伊勢原町５－４－５,一般局,川越市,11
35.903333,139.496111,11201510,川越市仙波,川越市仙波町４－１８－１５,自排局,川越市,11
36.144722,139.391389,11202040,熊谷,熊谷市宮町２－４７－１,一般局,埼玉県,11
36.160278,139.398333,11202510,熊谷肥塚自排,熊谷市肥塚５９６－１,自排局,埼玉県,11
35.796667,139.751111,11203040,川口市南平,川口市川口市東領家2-27-1,一般局,川口市,11
35.859167,139.649167,11204010,さいたま市役所,さいたま市浦和区常盤６－４－４,一般局,さいたま市,11
35.902778,139.634167,11205120,さいたま市大宮,さいたま市大宮区大門町３－３,一般局,さいたま市,11
36.137500,139.472500,11206020,行田,行田市長野２－３－１７,一般局,埼玉県,11
35.985000,139.083611,11207010,秩父,秩父市日野田町１－１－４４,一般局,埼玉県,11
35.800556,139.522500,11208060,所沢市東所沢,所沢市東所沢３－２２－８,一般局,所沢市,11
35.782222,139.443056,11208070,所沢市北野,所沢市小手指南1-25-15,一般局,所沢市,11
35.791944,139.474722,11208520,所沢市航空公園,所沢市並木1-13,自排局,所沢市,11
35.802222,139.412500,11208530,所沢市和ヶ原,所沢市和ヶ原1-175-7,自排局,所沢市,11
35.852222,139.331667,11209010,飯能,飯能市双柳75,一般局,埼玉県,11
36.131667,139.608611,11210010,加須,加須市北小浜１０６０－１,一般局,埼玉県,11
36.234444,139.204444,11211010,本庄,本庄市日の出4-2-45,一般局,埼玉県,11
36.028611,139.419167,11212020,東松山,東松山市五領町８番地,一般局,埼玉県,11
36.048889,139.414444,11212520,東松山岩鼻自排,東松山市松山１７２１－１,自排局,埼玉県,11
35.950000,139.701111,11213010,さいたま市岩槻,さいたま市岩槻区本町６－１８９－２,一般局,さいたま市,11
35.968611,139.748889,11214030,春日部,春日部市谷原１－３,一般局,埼玉県,11
35.952778,139.730556,11214510,春日部増戸自排,春日部市増戸７２３－１,自排局,埼玉県,11
35.856389,139.451667,11215010,狭山,狭山市堀兼３６１,一般局,埼玉県,11
36.171389,139.559167,11216010,羽生,羽生市藤井下組１１４,一般局,埼玉県,11
36.062500,139.524444,11217010,鴻巣,鴻巣市中央１－１,一般局,埼玉県,11
36.058333,139.522500,11217510,鴻巣天神自排,鴻巣市天神１－１－２８,自排局,埼玉県,11
36.183889,139.282778,11218010,深谷,深谷市上野台５０８,一般局,埼玉県,11
36.192500,139.296667,11218510,深谷原郷自排,深谷市原郷８０,自排局,埼玉県,11
35.973889,139.574444,11219020,上尾,上尾市浅間台３－３５,一般局,埼玉県,11
35.826111,139.798889,11221050,草加市西町,草加市西町４２５－２,一般局,草加市,11
35.835556,139.793056,11221510,草加市花栗自排,草加市花栗4-15-12,自排局,草加市,11
35.844722,139.777222,11221520,草加市原町自排,草加市原町２－７－１,自排局,草加市,11
35.893056,139.798611,11222020,越谷市東越谷,越谷市東越谷３－１４,一般局,越谷市,11
35.815556,139.676389,11224010,戸田,戸田市新曽1093,一般局,埼玉県,11
35.817778,139.646111,11224510,戸田美女木自排,戸田市美女木５－２－１６,自排局,埼玉県,11
35.827778,139.399167,11225010,入間,入間市東町１-１６,一般局,埼玉県,11
35.774722,139.621389,11229010,和光,和光市諏訪３－２０,一般局,埼玉県,11
35.776389,139.617778,11229510,和光新倉自排,和光市新倉１－３１－１０,自排局,埼玉県,11
35.776111,139.558889,11230070,新座,新座市本多１－９－２２,一般局,埼玉県,11
36.061667,139.664722,11232010,久喜,久喜市江面８５,一般局,埼玉県,11
36.072222,139.668889,11232510,久喜本町自排,久喜市本町７－９１３－１,自排局,埼玉県,11
35.819444,139.842500,11234010,八潮,八潮市中央１－２－１,一般局,埼玉県,11
35.853611,139.552222,11235010,富士見,富士見市鶴馬１８００－１,一般局,埼玉県,11
35.841111,139.885000,11237020,三郷,三郷市三郷３－２－１,一般局,埼玉県,11
35.972778,139.649444,11238010,蓮田,蓮田市蓮田５－３０,一般局,埼玉県,11
35.967778,139.404722,11239010,坂戸,坂戸市芦山町１１,一般局,埼玉県,11
36.071667,139.735000,11240010,幸手,幸手市幸手２２６２,一般局,埼玉県,11
35.927778,139.403056,11241510,鶴ヶ島自排,鶴ヶ島市太田ヶ谷６１７－１８,自排局,埼玉県,11
35.961944,139.325556,11326010,毛呂山,入間郡毛呂山町目白台2-31-1,一般局,埼玉県,11
35.890000,139.346667,11329010,日高,日高市中鹿山８１,一般局,埼玉県,11
36.057778,139.263611,11343010,小川,比企郡小川町大塚１１０５,一般局,埼玉県,11
36.002222,139.193889,11344010,東秩父,秩父郡東秩父村白石６０１-２,一般局,埼玉県,11
36.189167,139.137500,11382010,本庄児玉,本庄市児玉町児玉１３５５－１,一般局,埼玉県,11
36.220000,139.384722,11403010,熊谷妻沼東,熊谷市妻沼東１－１,一般局,埼玉県,11
36.119167,139.210833,11408510,寄居桜沢自排,大里郡寄居町桜沢２３４－３,自排局,埼玉県,11
36.081111,139.563611,11421010,環境科学国際センター,加須市上種足９１４,一般局,埼玉県,11
35.693889,140.098333,12201010,花見川小学校,千葉市花見川区花見川４－１,一般局,千葉市,12
35.649444,140.067500,12201020,検見川小学校,千葉市花見川区検見川町３－３２２－２３,一般局,千葉市,12
35.664722,140.143056,12201040,山王小学校,千葉市稲毛区山王町１２１,一般局,千葉市,12
35.653889,140.097778,12201050,宮野木,千葉市稲毛区宮野木町９９６－９,一般局,千葉市,12
35.597222,140.181667,12201070,大宮小学校,千葉市若葉区大宮台７－８－１,一般局,千葉市,12
35.628611,140.183611,12201090,千城台わかば小学校,千葉市若葉区千城台北１－４－１,一般局,千葉市,12
35.596389,140.121389,12201120,寒川小学校,千葉市中央区寒川町１－２０５,一般局,千葉市,12
35.567222,140.128889,12201160,福正寺,千葉市中央区今井１－１３－２４,一般局,千葉市,12
35.572222,140.130833,12201180,蘇我保育所,千葉市中央区蘇我２－３－１８,一般局,千葉市,12
35.607500,140.107778,12201200,千葉市役所自排,千葉市中央区千葉港１－１,自排局,千葉市,12
35.610278,140.137778,12201250,都公園,千葉市中央区都町２－１４,一般局,千葉市,12
35.531944,140.260833,12201260,土気,千葉市緑区大椎町１２５１－３１６,一般局,千葉市,12
35.638333,140.117778,12201300,千草自排,千葉市稲毛区千草台２－１３５９－１,自排局,千葉市,12
35.633889,140.069444,12201320,真砂公園,千葉市美浜区真砂１－１１,一般局,千葉市,12
35.609444,140.120000,12201520,葭川自排,千葉市中央区中央２－１－１,自排局,千葉市,12
35.658056,140.098056,12201540,宮野木自排,千葉市花見川区宮野木台４－５２１－１,自排局,千葉市,12
35.628333,140.066389,12201570,真砂自排,千葉市美浜区真砂５－１,自排局,千葉市,12
35.693333,139.960278,12203040,市川二俣,市川市二俣６７８,一般局,市川市,12
35.746944,139.957222,12203080,市川大野,市川市大野２－１８７７,一般局,市川市,12
35.728333,139.909167,12203510,市川市市川（車）,市川市市川２－３３－６,自排局,市川市,12
35.683056,139.919722,12203520,市川行徳（車）,市川市末広１－１－４８,自排局,市川市,12
35.742222,139.995833,12204040,船橋丸山,船橋市丸山５－２５－１,一般局,船橋市,12
35.726111,140.009167,12204050,船橋高根,船橋市高根町２８９５,一般局,船橋市,12
35.728889,140.042222,12204060,船橋高根台,船橋市高根台５－２－１,一般局,船橋市,12
35.695278,140.023889,12204070,船橋前原,船橋市前原西２－２８－１,一般局,船橋市,12
35.757778,140.077778,12204100,船橋豊富,船橋市金堀町５２２－１,一般局,船橋市,12
35.713889,139.959167,12204110,船橋印内,船橋市印内１－２－１,一般局,船橋市,12
35.676111,139.993889,12204140,船橋若松,船橋市若松３－２－３,一般局,船橋市,12
35.696944,139.977222,12204150,船橋南本町,船橋市南本町１０－１,一般局,船橋市,12
35.699722,139.976667,12204520,船橋海神（車）,船橋市海神町３－３９９－１,自排局,船橋市,12
35.688333,139.996111,12204530,船橋日の出（車）,船橋市日の出１－１６,自排局,船橋市,12
35.018333,139.883611,12205030,館山亀ケ原,館山市亀ケ原７５４,一般局,千葉県,12
35.384722,139.925000,12206010,木更津中央,木更津市中央１－１０－１,一般局,千葉県,12
35.417778,139.903056,12206030,木更津畔戸,木更津市畔戸１５２５番地,一般局,千葉県,12
35.377222,139.954167,12206070,木更津清見台,木更津市清見台南１－１５,一般局,千葉県,12
35.338611,139.906389,12206080,木更津畑沢,木更津市畑沢南２－１６－１,一般局,千葉県,12
35.365000,140.070833,12206140,木更津真里谷,木更津市真里谷５２４－３,一般局,千葉県,12
35.370556,139.941389,12206520,木更津請西（車）,木更津市請西２－１－２４,自排局,千葉県,12
35.403889,139.966667,12206530,木更津牛袋（車）,木更津市牛袋５９１－２,自排局,千葉県,12
35.784167,139.906111,12207010,松戸根本,松戸市根本３８７－５,一般局,松戸市,12
35.944444,139.869167,12208010,野田市野田,野田市野田７９４－１,一般局,千葉県,12
35.883889,140.556111,12209010,香取大倉,香取市大倉２１４７－３,一般局,千葉県,12
35.431111,140.289167,12210010,茂原高師,茂原市高師１２４７－６,一般局,千葉県,12
35.770833,140.299722,12211040,成田加良部,成田市加良部５－１１,一般局,千葉県,12
35.775000,140.324722,12211510,成田花崎（車）,成田市花崎町７８９－４,自排局,千葉県,12
35.724444,140.209722,12212040,佐倉江原新田,佐倉市江原新田５４－１,一般局,千葉県,12
35.680833,140.220278,12212520,佐倉山王（車）,佐倉市山王２－３７－４,自排局,千葉県,12
35.551667,140.375278,12213010,東金堀上,東金市堀上１１１,一般局,千葉県,12
35.717222,140.581389,12214010,匝瑳椿,匝瑳市椿９６９－１,一般局,千葉県,12
35.682222,140.035556,12216010,習志野鷺沼,習志野市鷺沼台１－５９１－１,一般局,千葉県,12
35.840556,139.975556,12217020,柏永楽台,柏市永楽台２－８－１,一般局,柏市,12
35.896944,139.966944,12217030,柏大室,柏市大室１２５６,一般局,柏市,12
35.857500,139.968889,12217510,柏旭（車）,柏市旭町３－８３１－３５,自排局,柏市,12
35.892222,139.917500,12217520,柏西原（車）,柏市西原２－１１－２５,自排局,柏市,12
35.175833,140.268889,12218010,勝浦小羽戸,勝浦市小羽戸５８－２,一般局,千葉県,12
35.533611,140.127222,12219010,市原八幡,市原市八幡８３１－２,一般局,市原市,12
35.508889,140.089722,12219030,市原五井,市原市五井５５００－１,一般局,市原市,12
35.475278,140.052778,12219060,市原姉崎,市原市姉崎１８５０,一般局,市原市,12
35.484444,140.080278,12219090,市原廿五里,市原市廿五里５５８,一般局,市原市,12
35.493889,140.183611,12219110,市原潤井戸,市原市潤井戸２２９９－１４,一般局,市原市,12
35.520000,140.154167,12219120,市原辰巳台,市原市辰巳台西５－１０,一般局,市原市,12
35.445278,140.055278,12219140,市原有秋,市原市有秋台西２－３,一般局,市原市,12
35.445278,140.139167,12219180,市原松崎,市原市松崎８２０,一般局,市原市,12
35.523333,140.071389,12219190,市原岩崎西,市原市岩崎西１－８－８,一般局,千葉県,12
35.506667,140.118611,12219200,市原郡本,市原市北国分寺台３－５－１,一般局,市原市,12
35.330000,140.150000,12219380,市原平野,市原市平野１２３,一般局,市原市,12
35.402500,140.146389,12219390,市原奉免,市原市奉免１６６－１,一般局,市原市,12
35.853611,139.906667,12220010,流山平和台,流山市平和台１－３－１４,一般局,千葉県,12
35.713611,140.085000,12221020,八千代高津,八千代市高津４２１－３,一般局,千葉県,12
35.713056,140.116667,12221510,八千代村上（車）,八千代市村上３１０３,自排局,千葉県,12
35.858889,140.079722,12222010,我孫子湖北台,我孫子市湖北台４－３－１,一般局,千葉県,12
35.790556,140.021111,12224040,鎌ケ谷軽井沢,鎌ケ谷市軽井沢２０６０－３２,一般局,千葉県,12
35.780556,140.011111,12224510,鎌ケ谷初富（車）,鎌ケ谷市初富９２４－６,自排局,千葉県,12
35.331667,139.901944,12225010,君津久保,君津市久保２－１１,一般局,千葉県,12
35.340278,139.887778,12225030,君津坂田,君津市坂田５１８,一般局,千葉県,12
35.298333,139.931111,12225070,君津宮下,君津市宮下１－４－１,一般局,千葉県,12
35.339722,139.869167,12225080,君津人見,君津市人見１１５４,一般局,千葉県,12
35.319444,140.056667,12225090,君津俵田,君津市俵田１１１０,一般局,千葉県,12
35.301111,139.972500,12225120,君津糠田,君津市糠田５５,一般局,千葉県,12
35.318889,139.856667,12226010,富津下飯野,富津市下飯野１１３５,一般局,千葉県,12
35.652222,139.914167,12227510,浦安美浜（車）,浦安市美浜４－６,自排局,千葉県,12
35.666111,140.175000,12228010,四街道鹿渡,四街道市鹿渡８０９－２,一般局,千葉県,12
35.669722,140.315278,12230010,八街市八街,八街市八街ほ２０８－１０６,一般局,千葉県,12
35.655556,139.909167,12301020,浦安猫実,浦安市猫実１－２－７,一般局,千葉県,12
36.044444,139.817222,12303010,野田桐ケ作,野田市桐ケ作４１５－１,一般局,千葉県,12
35.838611,140.004722,12305510,柏大津ケ丘（車）,柏市大津ヶ丘２－１,自排局,柏市,12
35.795833,140.047500,12326010,白井七次台,白井市七次台３－２２,一般局,千葉県,12
35.791111,140.135556,12327010,印西高花,印西市高花１－３,一般局,千葉県,12
35.843611,140.249444,12329010,栄安食台,印旛郡栄町安食台４－３４－１,一般局,千葉県,12
35.852500,140.420556,12343010,成田奈土,成田市奈土1044,一般局,千葉県,12
35.844444,140.606111,12344020,香取羽根川,香取市羽根川５５－５,一般局,千葉県,12
35.786389,140.608889,12345020,香取府馬,香取市府馬３４２９－４,一般局,千葉県,12
35.651667,140.487778,12408010,横芝光横芝,山武郡横芝光町横芝１８００,一般局,千葉県,12
35.714444,140.406667,12409010,芝山山田,山武郡芝山町山田１０６５,一般局,千葉県,12
35.344722,140.383333,12421020,一宮東浪見,長生郡一宮町東浪見１５１６－２,一般局,千葉県,12
35.107222,139.838611,12463010,鋸南下佐久間,安房郡鋸南町下佐久間３４５８,一般局,千葉県,12
35.425556,139.957222,12481010,袖ケ浦坂戸市場,袖ケ浦市坂戸市場４４,一般局,千葉県,12
35.453056,140.033056,12481040,袖ケ浦代宿,袖ケ浦市代宿３０５,一般局,千葉県,12
35.413611,140.005833,12481050,袖ケ浦三ッ作,袖ケ浦市三ッ作７４１,一般局,千葉県,12
35.430000,140.022778,12481060,袖ケ浦蔵波,袖ケ浦市蔵波９９５ー７,一般局,千葉県,12
