緯度,経度,測定局コード,測定局名称,所在地,測定局種別,問い合わせ先,都道府県コード
34.452778,133.923333,33204050,日比２丁目,玉野市日比２－６－５,一般局,岡山県,33
34.452222,133.932778,33204060,向日比２丁目,玉野市向日比２－２８２３－５番地の一部,一般局,岡山県,33
34.531111,133.979444,33204070,後閑,玉野市後閑１４９２－３,一般局,岡山県,33
34.521667,133.901389,33204090,用吉,玉野市用吉１６５５－６,自排局,岡山県,33
34.455833,133.493333,33205010,寺間,笠岡市神島１５５３,一般局,岡山県,33
34.490556,133.463333,33205020,茂平,笠岡市茂平２８０,一般局,岡山県,33
34.495833,133.518611,33205510,大磯,笠岡市大磯２７２－１１,自排局,岡山県,33
34.599444,133.464722,33207510,井原,井原市井原町１１１３,一般局,岡山県,33
34.670556,133.746944,33208010,総社,総社市中央２－４－１０３,一般局,岡山県,33
34.970278,133.470833,33210010,新見,新見市金谷字出原６７１,一般局,岡山県,33
34.741667,134.197500,33211050,東片上,備前市東片上７０５－２,一般局,岡山県,33
34.800000,134.275278,33211060,三石,備前市三石宿上３９３－３,一般局,岡山県,33
34.736667,134.166389,33211520,伊部,備前市伊部１４１５－２,自排局,岡山県,33
34.743889,134.296667,33342010,日生,備前市備前市日生町寒河3961-1,一般局,岡山県,33
34.595000,133.827778,33423010,早島,都窪郡早島町前潟２４０,一般局,岡山県,33
34.601111,133.821111,33423510,長津,都窪郡早島町大字早島３１０１－７,自排局,岡山県,33
34.582222,133.710000,33441010,船穂,倉敷市船穂町船穂2897,一般局,岡山県,33
34.540000,133.627500,33442010,金光,浅口市金光町占見新田751,一般局,岡山県,33
34.475833,133.585556,33444010,寄島,浅口市寄島町7555-2,一般局,岡山県,33
34.624722,133.691944,33503010,真備,倉敷市真備町箭田1769-1,一般局,岡山県,33
34.254722,132.576111,34202010,明立小学校,呉市伏原２丁目６－３８,一般局,呉市,34
34.232778,132.561111,34202020,宮原小学校,呉市宮原４丁目８－１,一般局,呉市,34
34.231111,132.628333,34202040,白岳小学校,呉市広駅前１丁目６－１,一般局,呉市,34
34.219167,132.548056,34202050,鍋山団地,呉市警固屋１丁目１７２－１６,一般局,呉市,34
34.236389,132.583889,34202510,西畑町,呉市西畑町３３地先,自排局,呉市,34
34.339167,132.905000,34203010,竹原高校,竹原市竹原町３４４４－１,一般局,広島県,34
34.392500,133.075833,34204520,三原宮沖町,三原市宮沖町１１９－２,自排局,広島県,34
34.412222,133.210000,34205010,尾道東高校,尾道市東久保町１２－１,一般局,広島県,34
34.480000,133.370833,34207020,南小学校,福山市明治町４番１号,一般局,福山市,34
34.508333,133.414167,34207040,培遠中学校,福山市春日町３丁目１５番１８号,一般局,福山市,34
34.440278,133.381389,34207060,向丘中学校,福山市水呑向丘１０７番地,一般局,福山市,34
34.468889,133.395000,34207090,曙小学校,福山市曙町５丁目１６番３号,一般局,福山市,34
34.554722,133.330833,34207310,駅家北小学校,福山市駅家町法成寺６７番地,一般局,福山市,34
34.481667,133.365000,34207510,福山市役所,福山市東桜町３番５号,自排局,福山市,34
34.566944,133.245833,34208050,府中市教育センター,府中市元町１－５,一般局,広島県,34
34.794167,132.856111,34209020,三次市十日市町,三次市十日市町１６８－１,一般局,広島県,34
34.215833,132.222222,34211200,大竹油見公園,大竹市油見３丁目１１４３,一般局,広島県,34
34.417500,132.743056,34212030,東広島西条小学校,東広島市西条中央２丁目１５－１,一般局,広島県,34
34.363333,132.531667,34304010,海田高校,安芸郡海田町つくも町１－６０,一般局,広島県,34
34.354167,132.345000,34322030,廿日市桂公園,廿日市市桜尾本町,一般局,広島県,34
34.435556,132.863611,34408010,河内入野,東広島市河内町入野５０４８－１,一般局,広島県,34
34.239167,132.891667,34427010,大崎小学校,豊田郡大崎上島町中野２０７８,一般局,広島県,34
34.543889,133.375278,34501010,神辺支所,福山市神辺町大字川北１３５６－１,一般局,福山市,34
34.064167,131.031667,35201010,小月局,下関市小月茶屋町２丁目３－５,一般局,下関市,35
34.000556,130.991111,35201020,長府局,下関市長府亀の甲２丁目２－１,一般局,下関市,35
33.939444,130.898333,35201030,彦島局,下関市彦島迫町５丁目１３－２１,一般局,下関市,35
33.985556,130.929722,35201040,山の田局,下関市山の田本町８－１,一般局,下関市,35
33.955556,131.249722,35202020,宇部総合庁舎,宇部市琴芝１丁目1-50,一般局,山口県,35
33.932778,131.261667,35202030,岬児童公園,宇部市松山町５丁目9番地,一般局,山口県,35
33.990556,131.220278,35202360,厚南市民センター,宇部市厚南中央3丁目1－2,一般局,山口県,35
34.150000,131.436111,35203010,環境保健センター,山口市大字朝田字蛭田５３５,一般局,山口県,35
34.055833,131.810278,35205010,周南総合庁舎,周南市毛利町二丁目３８,一般局,山口県,35
34.021667,131.832778,35205030,櫛浜小学校,周南市大字栗屋680,一般局,山口県,35
34.041667,131.830278,35205040,徳山商工高校,周南市周陽３丁目1-1,一般局,山口県,35
34.055556,131.817778,35205520,三田川交差点,周南市大字徳山５８１１－７,自排局,山口県,35
34.048889,131.565278,35206010,防府市役所,防府市寿町７番１号,一般局,山口県,35
34.015278,131.552500,35206050,中関小学校,防府市大字浜方７４６－１,一般局,山口県,35
33.995556,131.880556,35207030,豊井小学校,下松市大字東豊井１１３４,一般局,山口県,35
34.012222,131.873056,35207090,下松市役所,下松市大手町３丁目３－３,一般局,山口県,35
34.169722,132.216111,35208010,麻里布小学校,岩国市山手町1丁目7-60,一般局,山口県,35
34.141111,132.215833,35208030,愛宕小学校,岩国市尾津町１丁目１番１１号,一般局,山口県,35
33.971944,131.183611,35209010,須恵健康公園,山陽小野田市須恵１丁目２番,一般局,山口県,35
33.955000,131.185000,35209020,竜王中学校,山陽小野田市大字小野田３９２３,一般局,山口県,35
33.971389,131.932222,35210020,浅江中学校,光市花園町２丁目１番１号,一般局,山口県,35
33.958889,131.953056,35210040,光高校,光市大字光井６丁目１０－１,一般局,山口県,35
33.961389,132.104167,35212010,柳井市役所,柳井市南町１丁目１０番２号,一般局,山口県,35
34.164167,131.203333,35213010,美祢さくら公園,美祢市伊佐１２０３４番地１,一般局,山口県,35
34.176667,131.212222,35213020,美祢青嶺高校,美祢市大嶺町向原２９９－１,一般局,山口県,35
34.068056,131.788333,35214010,浦山送水場,周南市川崎３丁目３番６号,一般局,山口県,35
34.072778,131.765278,35214020,宮の前児童公園,周南市宮の前２丁目,一般局,山口県,35
34.203333,132.221111,35321010,和木コミュニティセンター,玖珂郡和木町大字和木２丁目１５番１号,一般局,山口県,35
34.105278,134.577778,36201010,川内,徳島市川内町竹須賀１５１,一般局,徳島県,36
34.112500,134.530278,36201030,応神,徳島市応神町吉成字西吉成９１－１,一般局,徳島県,36
34.066667,134.563611,36201080,徳島,徳島市新蔵町３丁目８０,一般局,徳島県,36
34.030278,134.511944,36201110,多家良,徳島市丈六町八万免１４,一般局,??????,36
34.066111,134.560833,36201510,自排徳島,徳島市新蔵町１丁目６７,自排局,徳島県,36
34.170278,134.615556,36202010,鳴門,鳴門市撫養町立岩字七枚１２８,一般局,徳島県,36
34.003333,134.588333,36203010,小松島,小松島市堀川町１－２７,一般局,徳島県,36
33.925000,134.671389,36204010,阿南,阿南市領家町野神３１９,一般局,徳島県,36
33.881667,134.671389,36204020,大潟,阿南市大潟町２１０－２,一般局,徳島県,36
33.871944,134.611111,36204030,山口,阿南市桑野町上張１５,一般局,徳島県,36
33.828333,134.681667,36204040,椿,阿南市椿町浜１４,一般局,徳島県,36
33.932778,134.603056,36204050,大野,阿南市下大野町渡り上り２５８,一般局,徳島県,36
33.920556,134.642778,36204060,宝田,阿南市宝田町中新開６８－１３,一般局,徳島県,36
33.868889,134.643611,36204070,橘,阿南市橘町豊浜３６－１５,一般局,徳島県,36
33.821667,134.606944,36204080,福井,阿南市福井町高田１１７－１５,一般局,徳島県,36
33.959444,134.643333,36361010,那賀川,阿南市那賀川町黒地７０３－３,一般局,徳島県,36
33.942500,134.621389,36362010,羽ノ浦,阿南市羽ノ浦町岩脇字中地１１２－１,一般局,徳島県,36
33.854167,134.496944,36363010,鷲敷,那賀郡那賀町和喰郷字南川１１９,一般局,徳島県,36
33.773889,134.600000,36381010,由岐,海部郡美波町西の地字魚呑３４－１,一般局,徳島県,36
34.128889,134.592500,36401010,松茂,板野郡松茂町住吉字住吉開拓１８７,一般局,徳島県,36
34.115278,134.546111,36402010,北島,板野郡北島町鯛浜字向４３－４,一般局,徳島県,36
34.118333,134.499444,36403010,藍住,板野郡藍住町奥野字猪熊１７５－２,一般局,徳島県,36
34.062500,134.165278,36461010,脇町,美馬市脇町大字猪尻字建神社下南７３,一般局,徳島県,36
34.342222,134.063611,37201010,高松競輪場,高松市福岡町１－４－４６,一般局,高松市,37
34.327500,134.049167,37201510,栗林公園前,高松市栗林町１－６－２５,自排局,高松市,37
34.337222,134.050000,37201540,高松市役所,高松市番町１－１１－２２,自排局,高松市,37
34.314444,134.028333,37201550,鶴尾コミュニティセンター,高松市田村町３０３－１,自排局,高松市,37
34.286667,133.801111,37202010,丸亀市役所,丸亀市大手町２－３－１,一般局,香川県,37
34.276667,133.788889,37202030,城坤小学校,丸亀市今津町３４８,一般局,香川県,37
34.320278,133.858333,37203010,坂出市役所,坂出市久米町１－１８－２０,一般局,香川県,37
34.349444,133.850833,37203020,瀬居島,坂出市瀬居町西浦１６８８－４,一般局,香川県,37
34.362222,133.895278,37203040,相模坊神社,坂出市大屋富町２６２７－１,一般局,香川県,37
34.319722,133.890000,37203050,林田出張所,坂出市林田町６３６,一般局,香川県,37
34.224444,133.789444,37204010,善通寺市役所,善通寺市文京町２－１－１,一般局,香川県,37
34.124444,133.664444,37205010,観音寺市役所,観音寺市坂本町１－１－１,一般局,香川県,37
34.456667,133.998056,37364010,直島町役場,香川郡直島町１１２２－１,一般局,香川県,37
34.310000,133.826111,37386010,宇多津町役場,綾歌郡宇多津町1881,一般局,香川県,37
33.954444,133.283611,38205010,金子,新居浜市久保田町１－甲６０５,一般局,愛媛県,38
33.928333,133.282222,38205060,中村,新居浜市本郷３－１－１,一般局,愛媛県,38
33.971111,133.305833,38205080,高津,新居浜市宇高町２－１３－７,一般局,愛媛県,38
33.935000,133.306389,38205090,泉川,新居浜市星原町７－８,一般局,愛媛県,38
33.915000,133.195833,38206050,西条,西条市大町４４５－２,一般局,愛媛県,38
33.988056,133.589167,38208030,川之江,四国中央市上分町８００,一般局,愛媛県,38
33.961389,133.518889,38209030,寒川,四国中央市寒川町１８６０－２,一般局,愛媛県,38
33.976944,133.552778,38209050,伊予三島,四国中央市三島宮川４－６－５３,一般局,愛媛県,38
33.929167,133.082222,38212040,東予,西条市壬生川１１６,一般局,愛媛県,38
33.947500,133.420833,38302020,土居,四国中央市土居町入野１７８－１,一般局,愛媛県,38
33.896111,133.059722,38323010,丹原,西条市丹原町今井４－イ,一般局,愛媛県,38
33.895833,130.935833,40101010,門司局,北九州市門司区大里原町１２－１２,一般局,北九州市,40
33.868611,130.978889,40101020,松ヶ江局,北九州市門司区大字畑,一般局,北九州市,40
33.944722,130.971111,40101510,門司港自排局,北九州市門司区老松町３番地,自排局,北九州市,40
33.898056,130.810000,40103010,若松局,北九州市若松区本町三丁目１３－１,一般局,北九州市,40
33.893611,130.693611,40103120,江川局,北九州市若松区高須北1丁目1番,一般局,北九州市,40
33.891944,130.831667,40105010,戸畑局,北九州市戸畑区新池一丁目２－１,一般局,北九州市,40
33.883611,130.853889,40106010,北九州局,北九州市小倉北区井堀二丁目７－１,一般局,北九州市,40
33.880833,130.873056,40106020,小倉局,北九州市小倉北区大門一丁目６－４８,一般局,北九州市,40
33.869167,130.883056,40106510,三萩野自排局,北九州市小倉北区三萩野一丁目,自排局,北九州市,40
33.826944,130.941944,40107020,曽根局,北九州市小倉南区下曽根四丁目２３－３８,一般局,北九州市,40
33.818889,130.878056,40107040,企救丘局,北九州市小倉南区企救丘二丁目１－１,一般局,北九州市,40
33.860556,130.815000,40108010,八幡局,北九州市八幡東区中央一丁目２－４,一般局,北九州市,40
33.865000,130.802222,40108510,西本町自排局,北九州市八幡東区西本町一丁目２０－２,自排局,北九州市,40
33.858333,130.762778,40109010,黒崎局,北九州市八幡西区筒井町１５－１,一般局,北九州市,40
33.821944,130.740278,40109030,塔野局,北九州市八幡西区塔野一丁目３－１,一般局,北九州市,40
33.862778,130.768333,40109510,黒崎自排局,北九州市八幡西区黒崎三丁目,自排局,北九州市,40
33.632778,130.429444,40131010,東,福岡市東区筥松４－２１,一般局,福岡市,40
33.669444,130.440556,40131030,香椎,福岡市東区香住ヶ丘３－１０,一般局,福岡市,40
33.603889,130.430278,40132010,吉塚,福岡市博多区吉塚６－８,一般局,福岡市,40
33.587222,130.430833,40132520,比恵,福岡市博多区東比恵１－３,自排局,福岡市,40
33.601667,130.412500,40132530,千鳥橋,福岡市博多区千代５－１,自排局,福岡市,40
33.588333,130.400833,40133510,天神,福岡市中央区天神２－１２,自排局,福岡市,40
33.560833,130.434722,40134010,南,福岡市南区塩原１－２７,一般局,福岡市,40
33.550833,130.436111,40134510,大橋,福岡市南区大橋３－１８,自排局,福岡市,40
33.553889,130.383056,40135020,長尾,福岡市城南区長尾５－１－１,一般局,福岡市,40
33.580556,130.361944,40135510,西新,福岡市早良区西新３－１－１,自排局,福岡市,40
33.571944,130.374722,40135520,別府橋,福岡市城南区別府１－２２,自排局,福岡市,40
33.576667,130.358611,40137010,祖原,福岡市早良区祖原１５－７,一般局,福岡市,40
33.026667,130.448333,40202010,国設大牟田,大牟田市有明町２－３,一般局,環境省,40
33.020278,130.458333,40202050,七浦,大牟田市七浦町１５－１,一般局,大牟田市,40
33.030833,130.437778,40202060,新地,大牟田市新地町７,一般局,大牟田市,40
33.061111,130.477500,40202080,橘,大牟田市橘６６４－１,一般局,大牟田市,40
33.315833,130.510556,40203100,城南中学校,久留米市城南町１１－４,一般局,久留米市,40
33.300278,130.518889,40203060,えーるピア久留米,久留米市諏訪野町１８３０ー６,一般局,久留米市,40
33.254444,130.466667,40203070,三潴中学校,久留米市三潴町玉満2705,一般局,久留米市,40
33.741667,130.731944,40204010,直方,直方市津田町７－２０,一般局,福岡県,40
33.630278,130.775833,40206010,田川,田川市大字弓削田２８３８,一般局,福岡県,40
33.608056,131.133056,40214010,豊前,豊前市大字吉木９５５,一般局,福岡県,40
33.404167,130.582500,40216010,筑後小郡,小郡市大字井上字尾辺田４３４,一般局,環境省,40
33.802222,130.543333,40220010,宗像,宗像市大字東郷１－２－１,一般局,福岡県,40
33.510556,130.503333,40221010,太宰府,太宰府市大字向佐野字迎田３９,一般局,福岡県,40
33.560278,130.210833,40222010,糸島,前原市大字浦志２１６－１,一般局,福岡県,40
33.154167,130.418611,40563010,柳川,柳川市大字今古賀８－１,一般局,福岡県,40
33.772778,130.983056,40621010,苅田,京都郡苅田町富久町１丁目１９－１,一般局,福岡県,40
32.753333,129.862778,42201030,稲佐小学校,長崎市稲佐町１１－１,一般局,長崎市,42
32.703056,129.852778,42201280,小ケ倉支所,長崎市小ケ倉町２－２１－２,一般局,長崎市,42
32.774722,129.955000,42201300,東長崎支所,長崎市矢上町２４７－２,一般局,長崎市,42
32.748333,129.874167,42201510,長崎駅前,長崎市大黒町３－１,自排局,長崎市,42
32.746944,129.878333,42201530,長崎市役所,長崎市桜町６－３,自排局,長崎市,42
33.191667,129.668889,42202020,相浦,佐世保市木宮町３－１０,一般局,佐世保市,42
33.205833,129.722222,42202030,大野,佐世保市田原町１３－２９,一般局,佐世保市,42
33.132778,129.800556,42202140,早岐,佐世保市早岐１丁目６－３８,一般局,佐世保市,42
33.142500,129.781111,42202160,大塔,佐世保市大塔町２３９４－９,一般局,佐世保市,42
33.154167,129.756111,42202510,日宇,佐世保市日宇町５２２－１,自排局,佐世保市,42
33.156667,129.733889,42202520,福石,佐世保市福石町２０１－３,自排局,佐世保市,42
32.788889,130.374722,42203010,島原大気測定局,島原市新田町３４７－９,一般局,長崎県,42
32.909722,129.962778,42205010,大村大気測定局,大村市西三城町１２,一般局,長崎県,42
33.338333,129.712778,42208040,松浦志佐大気測定局,松浦市志佐町浦免８１２－１,一般局,長崎県,42
32.825556,129.850000,42308040,時津小学校大気測定局,西彼杵郡時津町野田郷２,一般局,長崎県,42
32.861389,129.789444,42309010,村松,長崎市村松郷字南小島７０４－１３,一般局,長崎県,42
32.918889,129.667778,42314020,雪浦大気測定局,西海市大瀬戸町雪浦上郷字宮小路141-2,一般局,長崎県,42
33.063056,129.860000,42322060,川棚大気測定局,東彼杵郡川棚町下組郷字開３０４－５,一般局,長崎県,42
33.259444,129.695278,42392020,吉井,佐世保市大渡免字大切１３６,一般局,佐世保市,42
32.800556,130.716389,43201510,水道町自排局,熊本市中央区水道町１３－２,自排局,熊本市,43
32.778889,130.747500,43201520,神水本町自排局,熊本市中央区神水本町９６７－１,自排局,熊本市,43
32.509722,130.604167,43202020,八代東高校,八代市鷹辻町,一般局,熊本県,43
32.513889,130.614722,43202030,八代八千把出張所,八代市古閑上町１９７,一般局,熊本県,43
32.499444,130.640556,43202520,八代自排局,八代市宮地町,自排局,熊本県,43
32.207778,130.391944,43205030,水俣丸島,水俣市丸島町３－１８７,一般局,熊本県,43
32.216667,130.401389,43205160,水俣保健所,水俣市八幡町３丁目２－７,一般局,熊本県,43
32.927778,130.560833,43206020,有明保健所,玉名市大字岩崎１００４－１,一般局,熊本県,43
32.457222,130.198056,43207010,天草保健所,天草市今釜新町３５３０,一般局,熊本県,43
33.018333,130.691111,43208010,山鹿保健福祉センター局,山鹿市山鹿,一般局,熊本県,43
32.976667,130.815278,43210010,菊池市役所,菊池市大字隈府字前田８７８番地１,一般局,熊本県,43
32.681389,130.666667,43211050,宇土運動公園,宇土市旭町３７５,一般局,熊本県,43
32.786111,130.801389,43443010,益城町保健福祉センター,上益城郡益城町惣領１４７０,一般局,熊本県,43
32.344167,130.506389,43481010,小田浦公民館,葦北郡芦北町小田浦１５７２－１,一般局,熊本県,43
32.511389,130.152778,43530010,五和手野,天草市大字井出３７６８－２,一般局,熊本県,43
32.509167,130.055833,43531010,苓北志岐,天草郡苓北町志岐４６０,一般局,熊本県,43
32.379167,129.996389,43532010,天草高浜,天草市字白鶴浜８９７－１５,一般局,熊本県,43
33.186944,131.626111,44201010,敷戸小学校測定局,大分市敷戸北町１２番１号,一般局,大分市,44
33.215000,131.594722,44201050,南大分中学校,大分市奥田７５４ー１,一般局,大分市,44
33.250556,131.684722,44201070,三佐小学校,大分市三佐５丁目６番地８号,一般局,大分市,44
33.244167,131.721389,44201080,大在小学校,大分市横田１丁目１５番地５８号,一般局,大分市,44
33.225000,131.753333,44201090,坂ノ市中学校,大分市南２丁目９番７２号,一般局,大分市,44
33.152500,131.660556,44201100,戸次中学校,大分市中戸次本町,一般局,大分市,44
33.240278,131.641667,44201130,東大分小学校,大分市萩原１丁目１０番３０号,一般局,大分市,44
33.211389,131.725278,44201340,丹生小学校,大分市佐野２６６２,一般局,大分市,44
33.185556,131.553889,44201350,西部清掃事業所,大分市大字横瀬４１６番地,一般局,大分市,44
33.207222,131.680278,44201360,大東中学校,大分市大字横尾２６６０番地,一般局,大分市,44
33.231667,131.595556,44201370,王子中学校,大分市南春日町６番１号,一般局,大分市,44
33.231667,131.610278,44201510,中央測定局,大分市金池町２丁目の１,自排局,大分市,44
33.196111,131.609722,44201520,宮崎測定局,大分市大字宮崎字スカワ783-3他,自排局,大分市,44
33.285000,131.486944,44202020,青山中学校,別府市大字別府字野口原３０８８－１,一般局,大分県,44
33.589167,131.197222,44203070,中津総合庁舎,中津市中央町１－５－１６,一般局,大分県,44
33.316667,130.933333,44204010,西部振興局,日田市城町１－１－１０,一般局,大分県,44
32.961389,131.910556,44205020,南部振興局,佐伯市長島町１丁目２番１号,一般局,大分県,44
33.123056,131.807500,44206010,臼杵市役所,臼杵市大字臼杵７２－１,一般局,大分県,44
33.069167,131.863333,44207010,津久見市役所,津久見市宮本町２０－１５,一般局,大分県,44
33.365556,131.530833,44341020,日出町鷹匠,速見郡日出町鷹匠町２４５８－１,一般局,大分県,44
33.243611,131.878611,44381010,佐賀関,大分市大字関２１７８番地,一般局,大分市,44
31.894444,131.420556,45201520,南宮崎自排局,宮崎市中村東３丁目２の２７,自排局,宮崎市,45
31.756944,131.082222,45202020,都城高専,都城市吉尾町４７３番地の１,一般局,宮崎県,45
31.717500,131.070833,45202510,都城自排局,都城市姫城町６街区２１,自排局,宮崎県,45
32.613611,131.671111,45203020,延岡商業高校,延岡市桜ヶ丘３丁目７１２２,一般局,宮崎県,45
32.547500,131.676667,45203090,延岡青朋高校,延岡市平原町２丁目６１８の２,一般局,宮崎県,45
32.575833,131.657222,45203100,延岡保健所,延岡市大貫町１丁目２８４０,一般局,宮崎県,45
32.570833,131.675000,45203520,新延岡自排局,延岡市出北町２丁目１４６７－２,自排局,宮崎県,45
31.603333,131.377500,45204010,日南保健所,日南市大字戸高６５７,一般局,宮崎県,45
31.588333,131.403889,45204030,油津小学校,日南市園田町１６２,一般局,宮崎県,45
32.435000,131.637778,45206020,大王谷小学校,日向市大字日知屋１２１０５の１,一般局,宮崎県,45
32.420000,131.625556,45206030,日向市立図書館,日向市春原町１丁目４７,一般局,宮崎県,45
32.421667,131.662222,45206080,細島公民館,日向市大字日知屋片ヶ浜３３７９,一般局,宮崎県,45
32.127222,131.508611,45401010,高鍋町健康づくりセンター,児湯郡高鍋町大字北高鍋２０４,一般局,宮崎県,45
31.581667,130.566667,46201270,環境保健センター,鹿児島市城南町１８,一般局,鹿児島県,46
31.829167,130.295833,46202520,薩摩川内,薩摩川内市御陵下町字八牟田2742番,自排局,鹿児島県,46
31.372500,130.854167,46203010,鹿屋,鹿屋市新栄町６４９,一般局,鹿児島県,46
31.755278,130.204167,46205010,羽島,いちき串木野市羽島５２１８,一般局,鹿児島県,46
31.733333,130.762778,46212010,霧島,霧島市国分中央五丁目８４２番地１,一般局,鹿児島県,46
31.613611,130.637778,46302010,桜島支所,鹿児島市桜島藤野町１４３９,一般局,鹿児島市,46
31.566111,130.615833,46302020,赤水,鹿児島市赤水１１９５－２,一般局,鹿児島市,46
31.372500,130.544722,46321010,喜入,鹿児島市喜入町６２２７,一般局,鹿児島市,46
31.468889,131.101111,46466010,志布志,志布志市志布志町志布志３２４０－１４,一般局,鹿児島県,46
31.358611,131.001667,46482010,東串良,肝属郡東串良町新川西３６３２,一般局,鹿児島県,46
34.442778,132.536667,34102020,福木小学校,広島市東区馬木９－１－２,一般局,広島市,34
34.388889,132.426111,34104510,庚午,広島市西区己斐本町３－１３,自排局,広島市,34
38.319722,140.895833,04210010,七北田,仙台市泉区七北田字東裏９０,一般局,仙台市,04
34.448889,132.473611,34105010,安佐南区役所,広島市安佐南区古市１－３３－１４,一般局,広島市,34
34.458333,132.410000,34105020,伴小学校,広島市安佐南区沼田町大字伴６１５３,一般局,広島市,34
34.450556,132.473611,34105510,古市小学校,広島市安佐南区古市２－２１－１,自排局,広島市,34
35.581667,139.583333,14136510,宮前平駅前,川崎市宮前区土橋２－１－１,自排局,川崎市,14
38.306944,140.847222,04105520,長命,仙台市泉区長命ケ丘２－２２,自排局,仙台市,04
